Loading /usr/bin/python2.7, Image id = 1
Loading /home/haiyue/.local/lib/python2.7/site-packages/skimage/transform/_seam_carving.so, Image id = 321
Loading /home/haiyue/.local/lib/python2.7/site-packages/skimage/filters/rank/generic_cy.so, Image id = 322
Loading /home/haiyue/.local/lib/python2.7/site-packages/skimage/filters/rank/core_cy.so, Image id = 323
Loading /home/haiyue/.local/lib/python2.7/site-packages/skimage/filters/rank/percentile_cy.so, Image id = 324
Loading /home/haiyue/.local/lib/python2.7/site-packages/skimage/filters/rank/bilateral_cy.so, Image id = 325
Unloading /usr/bin/python2.7
Unloading /lib64/ld-linux-x86-64.so.2
Unloading [vdso]
Unloading /lib/x86_64-linux-gnu/libc.so.6
Unloading /lib/x86_64-linux-gnu/libpthread.so.0
Unloading /lib/x86_64-linux-gnu/libdl.so.2
Unloading /lib/x86_64-linux-gnu/libutil.so.1
Unloading /lib/x86_64-linux-gnu/libz.so.1
Unloading /lib/x86_64-linux-gnu/libm.so.6
Unloading /usr/lib/python2.7/dist-packages/PIL/_imaging.x86_64-linux-gnu.so
Unloading /usr/lib/x86_64-linux-gnu/libjpeg.so.8
Unloading /usr/lib/x86_64-linux-gnu/libtiff.so.5
Unloading /lib/x86_64-linux-gnu/liblzma.so.5
Unloading /usr/lib/x86_64-linux-gnu/libjbig.so.0
Unloading /usr/lib/python2.7/dist-packages/numpy/core/multiarray.x86_64-linux-gnu.so
Unloading /usr/lib/x86_64-linux-gnu/libblas.so.3
Unloading /usr/lib/x86_64-linux-gnu/libgfortran.so.4
Unloading /usr/lib/x86_64-linux-gnu/libquadmath.so.0
Unloading /lib/x86_64-linux-gnu/libgcc_s.so.1
Unloading /usr/lib/python2.7/dist-packages/numpy/core/umath.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/lib-dynload/_ctypes.x86_64-linux-gnu.so
Unloading /usr/lib/x86_64-linux-gnu/libffi.so.6
Unloading /usr/lib/python2.7/lib-dynload/bz2.x86_64-linux-gnu.so
Unloading /lib/x86_64-linux-gnu/libbz2.so.1.0
Unloading /usr/lib/python2.7/lib-dynload/_hashlib.x86_64-linux-gnu.so
Unloading /usr/lib/x86_64-linux-gnu/libcrypto.so.1.1
Unloading /usr/lib/python2.7/dist-packages/numpy/linalg/lapack_lite.x86_64-linux-gnu.so
Unloading /usr/lib/x86_64-linux-gnu/liblapack.so.3
Unloading /usr/lib/python2.7/dist-packages/numpy/linalg/_umath_linalg.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/lib-dynload/future_builtins.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/numpy/fft/fftpack_lite.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/numpy/random/mtrand.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/_lib/_ccallback_c.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/special/_ufuncs.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/special/_ufuncs_cxx.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/special/specfun.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/linalg/_fblas.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/linalg/_flapack.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/linalg/_flinalg.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/linalg/_solve_toeplitz.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/linalg/_decomp_update.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/linalg/cython_blas.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/linalg/cython_lapack.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/special/_comb.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/special/_ellip_harm_2.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/integrate/_odepack.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/integrate/_quadpack.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/integrate/vode.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/integrate/_dop.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/integrate/lsoda.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/sparse/_sparsetools.x86_64-linux-gnu.so
Unloading /usr/lib/x86_64-linux-gnu/libstdc++.so.6
Unloading /usr/lib/python2.7/dist-packages/scipy/sparse/_csparsetools.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/sparse/csgraph/_shortest_path.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/sparse/csgraph/_tools.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/sparse/csgraph/_traversal.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/sparse/csgraph/_min_spanning_tree.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/sparse/csgraph/_reordering.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/isolve/_iterative.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/dsolve/_superlu.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/_arpack.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/optimize/minpack2.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/optimize/_lbfgsb.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/optimize/moduleTNC.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/optimize/_cobyla.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/optimize/_slsqp.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/optimize/_minpack.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/optimize/_group_columns.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/optimize/_lsq/givens_elimination.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/optimize/_zeros.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/optimize/_nnls.x86_64-linux-gnu.so
Unloading /usr/local/lib/python2.7/dist-packages/cv2.so
Unloading /usr/local/lib/libopencv_hdf.so.3.4
Unloading /usr/local/lib/libopencv_reg.so.3.4
Unloading /usr/local/lib/libopencv_surface_matching.so.3.4
Unloading /usr/local/lib/libopencv_xphoto.so.3.4
Unloading /usr/local/lib/libopencv_freetype.so.3.4
Unloading /usr/local/lib/libopencv_fuzzy.so.3.4
Unloading /usr/local/lib/libopencv_img_hash.so.3.4
Unloading /usr/local/lib/libopencv_bioinspired.so.3.4
Unloading /usr/local/lib/libopencv_saliency.so.3.4
Unloading /usr/local/lib/libopencv_ccalib.so.3.4
Unloading /usr/local/lib/libopencv_rgbd.so.3.4
Unloading /usr/local/lib/libopencv_structured_light.so.3.4
Unloading /usr/local/lib/libopencv_aruco.so.3.4
Unloading /usr/local/lib/libopencv_bgsegm.so.3.4
Unloading /usr/local/lib/libopencv_face.so.3.4
Unloading /usr/local/lib/libopencv_optflow.so.3.4
Unloading /usr/local/lib/libopencv_stitching.so.3.4
Unloading /usr/local/lib/libopencv_objdetect.so.3.4
Unloading /usr/local/lib/libopencv_photo.so.3.4
Unloading /usr/local/lib/libopencv_tracking.so.3.4
Unloading /usr/local/lib/libopencv_plot.so.3.4
Unloading /usr/local/lib/libopencv_text.so.3.4
Unloading /usr/local/lib/libopencv_dnn.so.3.4
Unloading /usr/local/lib/libopencv_ximgproc.so.3.4
Unloading /usr/local/lib/libopencv_xfeatures2d.so.3.4
Unloading /usr/local/lib/libopencv_ml.so.3.4
Unloading /usr/local/lib/libopencv_shape.so.3.4
Unloading /usr/local/lib/libopencv_video.so.3.4
Unloading /usr/local/lib/libopencv_calib3d.so.3.4
Unloading /usr/local/lib/libopencv_features2d.so.3.4
Unloading /usr/local/lib/libopencv_flann.so.3.4
Unloading /usr/local/lib/libopencv_highgui.so.3.4
Unloading /usr/local/lib/libopencv_videoio.so.3.4
Unloading /usr/local/lib/libopencv_imgcodecs.so.3.4
Unloading /usr/local/lib/libopencv_imgproc.so.3.4
Unloading /usr/local/lib/libopencv_core.so.3.4
Unloading /usr/lib/x86_64-linux-gnu/libhdf5_serial.so.100
Unloading /usr/lib/x86_64-linux-gnu/libfreetype.so.6
Unloading /usr/lib/x86_64-linux-gnu/libharfbuzz.so.0
Unloading /usr/local/lib/libopencv_phase_unwrapping.so.3.4
Unloading /usr/lib/x86_64-linux-gnu/libgtk-3.so.0
Unloading /usr/lib/x86_64-linux-gnu/libgdk-3.so.0
Unloading /usr/lib/x86_64-linux-gnu/libcairo.so.2
Unloading /usr/lib/x86_64-linux-gnu/libgdk_pixbuf-2.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0
Unloading /lib/x86_64-linux-gnu/librt.so.1
Unloading /usr/lib/x86_64-linux-gnu/libgstreamer-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libgstapp-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libgstriff-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libgstpbutils-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libdc1394.so.22
Unloading /usr/lib/x86_64-linux-gnu/libavcodec.so.57
Unloading /usr/lib/x86_64-linux-gnu/libavformat.so.57
Unloading /usr/lib/x86_64-linux-gnu/libavutil.so.55
Unloading /usr/lib/x86_64-linux-gnu/libswscale.so.4
Unloading /usr/lib/x86_64-linux-gnu/libpng16.so.16
Unloading /usr/lib/x86_64-linux-gnu/libsz.so.2
Unloading /usr/lib/x86_64-linux-gnu/libgraphite2.so.3
Unloading /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libX11.so.6
Unloading /usr/lib/x86_64-linux-gnu/libXi.so.6
Unloading /usr/lib/x86_64-linux-gnu/libXfixes.so.3
Unloading /usr/lib/x86_64-linux-gnu/libcairo-gobject.so.2
Unloading /usr/lib/x86_64-linux-gnu/libatk-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libatk-bridge-2.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libepoxy.so.0
Unloading /usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libpango-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libfontconfig.so.1
Unloading /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libXinerama.so.1
Unloading /usr/lib/x86_64-linux-gnu/libXrandr.so.2
Unloading /usr/lib/x86_64-linux-gnu/libXcursor.so.1
Unloading /usr/lib/x86_64-linux-gnu/libXcomposite.so.1
Unloading /usr/lib/x86_64-linux-gnu/libXdamage.so.1
Unloading /usr/lib/x86_64-linux-gnu/libxkbcommon.so.0
Unloading /usr/lib/x86_64-linux-gnu/libwayland-cursor.so.0
Unloading /usr/lib/x86_64-linux-gnu/libwayland-egl.so.1
Unloading /usr/lib/x86_64-linux-gnu/libwayland-client.so.0
Unloading /usr/lib/x86_64-linux-gnu/libXext.so.6
Unloading /usr/lib/x86_64-linux-gnu/libpixman-1.so.0
Unloading /usr/lib/x86_64-linux-gnu/libxcb-shm.so.0
Unloading /usr/lib/x86_64-linux-gnu/libxcb.so.1
Unloading /usr/lib/x86_64-linux-gnu/libxcb-render.so.0
Unloading /usr/lib/x86_64-linux-gnu/libXrender.so.1
Unloading /lib/x86_64-linux-gnu/libpcre.so.3
Unloading /usr/lib/x86_64-linux-gnu/libgstbase-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libgstaudio-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libgsttag-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libgstvideo-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libraw1394.so.11
Unloading /lib/x86_64-linux-gnu/libusb-1.0.so.0
Unloading /usr/lib/x86_64-linux-gnu/libswresample.so.2
Unloading /usr/lib/x86_64-linux-gnu/libwebp.so.6
Unloading /usr/lib/x86_64-linux-gnu/libcrystalhd.so.3
Unloading /usr/lib/x86_64-linux-gnu/libva.so.2
Unloading /usr/lib/x86_64-linux-gnu/libzvbi.so.0
Unloading /usr/lib/x86_64-linux-gnu/libxvidcore.so.4
Unloading /usr/lib/x86_64-linux-gnu/libx265.so.146
Unloading /usr/lib/x86_64-linux-gnu/libx264.so.152
Unloading /usr/lib/x86_64-linux-gnu/libwebpmux.so.3
Unloading /usr/lib/x86_64-linux-gnu/libwavpack.so.1
Unloading /usr/lib/x86_64-linux-gnu/libvpx.so.5
Unloading /usr/lib/x86_64-linux-gnu/libvorbisenc.so.2
Unloading /usr/lib/x86_64-linux-gnu/libvorbis.so.0
Unloading /usr/lib/x86_64-linux-gnu/libtwolame.so.0
Unloading /usr/lib/x86_64-linux-gnu/libtheoraenc.so.1
Unloading /usr/lib/x86_64-linux-gnu/libtheoradec.so.1
Unloading /usr/lib/x86_64-linux-gnu/libspeex.so.1
Unloading /usr/lib/x86_64-linux-gnu/libsnappy.so.1
Unloading /usr/lib/x86_64-linux-gnu/libshine.so.3
Unloading /usr/lib/x86_64-linux-gnu/librsvg-2.so.2
Unloading /usr/lib/x86_64-linux-gnu/libopus.so.0
Unloading /usr/lib/x86_64-linux-gnu/libopenjp2.so.7
Unloading /usr/lib/x86_64-linux-gnu/libmp3lame.so.0
Unloading /usr/lib/x86_64-linux-gnu/libgsm.so.1
Unloading /usr/lib/x86_64-linux-gnu/libssh-gcrypt.so.4
Unloading /usr/lib/x86_64-linux-gnu/libopenmpt.so.0
Unloading /usr/lib/x86_64-linux-gnu/libbluray.so.2
Unloading /usr/lib/x86_64-linux-gnu/libgnutls.so.30
Unloading /usr/lib/x86_64-linux-gnu/libxml2.so.2
Unloading /usr/lib/x86_64-linux-gnu/libgme.so.0
Unloading /usr/lib/x86_64-linux-gnu/libchromaprint.so.1
Unloading /usr/lib/x86_64-linux-gnu/libdrm.so.2
Unloading /usr/lib/x86_64-linux-gnu/libvdpau.so.1
Unloading /usr/lib/x86_64-linux-gnu/libva-x11.so.2
Unloading /usr/lib/x86_64-linux-gnu/libva-drm.so.2
Unloading /usr/lib/x86_64-linux-gnu/libaec.so.0
Unloading /lib/x86_64-linux-gnu/libdbus-1.so.3
Unloading /usr/lib/x86_64-linux-gnu/libatspi.so.0
Unloading /usr/lib/x86_64-linux-gnu/libthai.so.0
Unloading /lib/x86_64-linux-gnu/libexpat.so.1
Unloading /lib/x86_64-linux-gnu/libselinux.so.1
Unloading /lib/x86_64-linux-gnu/libresolv.so.2
Unloading /lib/x86_64-linux-gnu/libmount.so.1
Unloading /usr/lib/x86_64-linux-gnu/libXau.so.6
Unloading /usr/lib/x86_64-linux-gnu/libXdmcp.so.6
Unloading /usr/lib/x86_64-linux-gnu/liborc-0.4.so.0
Unloading /lib/x86_64-linux-gnu/libudev.so.1
Unloading /usr/lib/x86_64-linux-gnu/libsoxr.so.0
Unloading /usr/lib/x86_64-linux-gnu/libnuma.so.1
Unloading /usr/lib/x86_64-linux-gnu/libogg.so.0
Unloading /usr/lib/x86_64-linux-gnu/libcroco-0.6.so.3
Unloading /lib/x86_64-linux-gnu/libgcrypt.so.20
Unloading /usr/lib/x86_64-linux-gnu/libgssapi_krb5.so.2
Unloading /usr/lib/x86_64-linux-gnu/libmpg123.so.0
Unloading /usr/lib/x86_64-linux-gnu/libvorbisfile.so.3
Unloading /usr/lib/x86_64-linux-gnu/libp11-kit.so.0
Unloading /usr/lib/x86_64-linux-gnu/libidn2.so.0
Unloading /usr/lib/x86_64-linux-gnu/libunistring.so.2
Unloading /usr/lib/x86_64-linux-gnu/libtasn1.so.6
Unloading /usr/lib/x86_64-linux-gnu/libnettle.so.6
Unloading /usr/lib/x86_64-linux-gnu/libhogweed.so.4
Unloading /usr/lib/x86_64-linux-gnu/libgmp.so.10
Unloading /usr/lib/x86_64-linux-gnu/libicuuc.so.60
Unloading /lib/x86_64-linux-gnu/libsystemd.so.0
Unloading /usr/lib/x86_64-linux-gnu/libdatrie.so.1
Unloading /lib/x86_64-linux-gnu/libblkid.so.1
Unloading /lib/x86_64-linux-gnu/libbsd.so.0
Unloading /usr/lib/x86_64-linux-gnu/libgomp.so.1
Unloading /lib/x86_64-linux-gnu/libgpg-error.so.0
Unloading /usr/lib/x86_64-linux-gnu/libkrb5.so.3
Unloading /usr/lib/x86_64-linux-gnu/libk5crypto.so.3
Unloading /lib/x86_64-linux-gnu/libcom_err.so.2
Unloading /usr/lib/x86_64-linux-gnu/libkrb5support.so.0
Unloading /usr/lib/x86_64-linux-gnu/libicudata.so.60
Unloading /usr/lib/x86_64-linux-gnu/liblz4.so.1
Unloading /lib/x86_64-linux-gnu/libuuid.so.1
Unloading /lib/x86_64-linux-gnu/libkeyutils.so.1
Unloading /home/haiyue/research/ultra_fast_lane_detection/caffe/python/caffe/_caffe.so
Unloading /home/haiyue/research/ultra_fast_lane_detection/caffe/python/caffe/../../build/lib/libcaffe.so.1.0.0
Unloading /usr/lib/x86_64-linux-gnu/libglog.so.0
Unloading /usr/local/lib/libprotobuf.so.10
Unloading /usr/lib/x86_64-linux-gnu/libboost_system.so.1.65.1
Unloading /usr/lib/x86_64-linux-gnu/libboost_python-py27.so.1.65.1
Unloading /usr/lib/x86_64-linux-gnu/libpython2.7.so.1.0
Unloading /usr/lib/x86_64-linux-gnu/libgflags.so.2.2
Unloading /usr/lib/x86_64-linux-gnu/libboost_filesystem.so.1.65.1
Unloading /usr/lib/x86_64-linux-gnu/libleveldb.so.1
Unloading /usr/lib/x86_64-linux-gnu/liblmdb.so.0
Unloading /usr/lib/x86_64-linux-gnu/libhdf5_serial_hl.so.100
Unloading /usr/lib/x86_64-linux-gnu/libboost_thread.so.1.65.1
Unloading /usr/lib/x86_64-linux-gnu/libcblas.so.3
Unloading /usr/lib/x86_64-linux-gnu/libunwind.so.8
Unloading /usr/lib/x86_64-linux-gnu/libatlas.so.3
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/_shared/geometry.so
Unloading /usr/lib/python2.7/lib-dynload/_multiprocessing.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/lib-dynload/_json.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/lib-dynload/_elementtree.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/lib-dynload/pyexpat.x86_64-linux-gnu.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/external/tifffile/_tifffile.so
Unloading /usr/lib/python2.7/lib-dynload/_ssl.x86_64-linux-gnu.so
Unloading /usr/lib/x86_64-linux-gnu/libssl.so.1.1
Unloading /home/haiyue/.local/lib/python2.7/site-packages/_posixsubprocess32.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/matplotlib/_path.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/matplotlib/ft2font.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/kiwisolver.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/matplotlib/_contour.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/matplotlib/_png.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/matplotlib/.libs/libpng16-cfdb1654.so.16.21.0
Unloading /home/haiyue/.local/lib/python2.7/site-packages/matplotlib/.libs/libz-a147dcb0.so.1.2.3
Unloading /home/haiyue/.local/lib/python2.7/site-packages/matplotlib/_image.so
Unloading /usr/lib/python2.7/lib-dynload/_csv.x86_64-linux-gnu.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/matplotlib/_tri.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/matplotlib/_qhull.so
Unloading /usr/lib/python2.7/dist-packages/scipy/fftpack/_fftpack.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/fftpack/convolve.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/ndimage/_nd_image.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/interpolate/_fitpack.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/interpolate/dfitpack.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/interpolate/_bspl.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/interpolate/_ppoly.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/interpolate/interpnd.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/spatial/ckdtree.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/spatial/qhull.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/spatial/_voronoi.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/spatial/_distance_wrap.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/spatial/_hausdorff.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/ndimage/_ni_label.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/signal/sigtools.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/signal/_max_len_seq_inner.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/signal/_upfirdn_apply.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/signal/spline.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/signal/_spectral.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/stats/_stats.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/stats/statlib.x86_64-linux-gnu.so
Unloading /usr/lib/python2.7/dist-packages/scipy/stats/mvn.x86_64-linux-gnu.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/restoration/_unwrap_1d.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/restoration/_unwrap_2d.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/restoration/_unwrap_3d.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/restoration/_denoise_cy.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/pywt/_extensions/_pywt.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/pywt/_extensions/_dwt.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/pywt/_extensions/_cwt.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/pywt/_extensions/_swt.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/restoration/_nl_means_denoising.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/measure/_find_contours_cy.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/measure/_marching_cubes_lewiner_cy.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/measure/_marching_cubes_classic_cy.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/measure/_ccomp.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/measure/_moments_cy.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/measure/_pnpoly.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/transform/_hough_transform.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/draw/_draw.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/transform/_warps_cy.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/transform/_radon_transform.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/transform/_seam_carving.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/filters/rank/generic_cy.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/filters/rank/core_cy.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/filters/rank/percentile_cy.so
Unloading /home/haiyue/.local/lib/python2.7/site-packages/skimage/filters/rank/bilateral_cy.so
